leaguegoals,isamongtopscorers,yellows,isamongtopscorersinteam,jerseynumber,position,artificialkey,teamid,leaguegoalsprevmatch,injury,leagueappearances,istopscorer,leaguegoalsprevthreematches,playerid,form,reds
0,0,0,0,14,28,411,230,0,0,0,0,0,194718,3,0
0,0,0,0,27,29,412,230,0,0,0,0,0,239815,3,0
0,0,0,0,3,29,413,230,0,0,0,0,0,217620,3,0
0,0,0,0,1,0,414,231,0,0,0,0,0,243538,4,0
1,0,0,0,5,4,415,231,0,0,0,0,1,188727,3,0
0,0,0,0,15,5,416,231,0,0,0,0,0,237209,4,0
0,0,0,0,24,6,417,231,0,0,0,0,0,205756,4,0
2,0,0,1,42,12,418,231,0,0,0,0,1,239015,3,0
1,0,0,0,25,13,419,231,0,0,0,0,0,178415,3,0
1,0,0,0,26,15,420,231,0,0,0,0,1,191627,3,0
4,0,0,1,47,16,421,231,1,0,0,0,2,236276,5,0
1,0,0,0,20,18,422,231,0,0,0,0,0,200155,4,0
4,0,0,1,10,24,423,231,0,0,0,0,1,239593,3,0
5,1,0,1,7,26,424,231,3,0,0,0,3,232381,5,0
0,0,0,0,6,28,425,231,0,0,0,0,0,224158,3,0
1,0,0,0,21,28,426,231,0,0,0,0,0,228942,3,0
0,0,0,0,44,28,427,231,0,0,0,0,0,212204,3,0
0,0,0,0,35,28,428,231,0,0,0,0,0,213323,3,0
0,0,0,0,22,28,429,231,0,0,0,0,0,219736,3,0
4,0,0,1,9,28,430,231,0,0,0,0,1,176137,3,0
1,0,0,0,16,28,431,231,0,0,0,0,0,209780,3,0
0,0,0,0,34,28,432,231,0,0,0,0,0,244720,3,0
0,0,0,0,77,28,433,231,0,0,0,0,0,208364,3,0
0,0,0,0,18,28,434,231,0,0,0,0,0,222994,3,0
0,0,0,0,11,28,435,231,0,0,0,0,0,238227,3,0
0,0,0,0,80,28,436,231,0,0,0,0,0,243580,3,0
0,0,0,0,28,29,437,231,0,0,0,0,0,205386,3,0
0,0,0,0,4,29,438,231,0,0,0,0,0,234791,3,0
0,0,0,0,14,29,439,231,0,0,0,0,0,235202,3,0
0,0,0,0,19,29,440,231,0,0,0,0,0,236617,3,0
0,0,0,0,98,29,441,231,0,0,0,0,0,244588,3,0
0,0,0,0,13,0,442,232,0,0,0,0,0,140233,3,0
0,0,0,0,29,3,443,232,0,0,0,0,0,200434,3,0
1,0,0,1,26,4,444,232,0,0,0,0,0,237556,3,0
0,0,0,0,34,6,445,232,0,0,0,0,0,234774,4,0
1,0,0,1,21,7,446,232,0,0,0,0,0,232183,3,0
2,0,0,1,40,12,447,232,0,0,0,0,0,187858,3,0
0,0,0,0,18,13,448,232,0,0,0,0,0,235813,3,0
0,0,0,0,8,15,449,232,0,0,0,0,0,230850,3,0
2,0,0,1,19,16,450,232,1,0,0,0,1,237560,4,0
1,0,0,1,10,18,451,232,0,0,0,0,0,184089,4,0
0,0,0,0,70,25,452,232,0,0,0,0,0,184136,3,0
0,0,0,0,5,28,453,232,0,0,0,0,0,226289,3,0
0,0,0,0,25,28,454,232,0,0,0,0,0,209828,3,0
0,0,0,0,6,28,455,232,0,0,0,0,0,200073,3,0
0,0,0,0,15,28,456,232,0,0,0,0,0,163369,3,0
0,0,0,0,1,28,457,232,0,0,0,0,0,105308,3,0
3,0,0,1,9,28,458,232,0,0,0,0,1,215927,3,0
0,0,0,0,22,28,459,232,0,0,0,0,0,192537,3,0
0,0,0,0,16,28,460,232,0,0,0,0,0,237525,3,0
0,0,0,0,2,28,461,232,0,0,0,0,0,172322,3,0
0,0,0,0,20,28,462,232,0,0,0,0,0,237554,3,0
0,0,0,0,24,28,463,232,0,0,0,0,0,237526,3,0
0,0,0,0,31,28,464,232,0,0,0,0,0,244843,3,0
0,0,0,0,3,29,465,232,0,0,0,0,0,241103,3,0
1,0,0,1,28,29,466,232,0,0,0,0,0,223926,3,0
0,0,0,0,23,29,467,232,0,0,0,0,0,213328,3,0
0,0,0,0,17,29,468,232,0,0,0,0,0,225530,3,0
0,0,0,0,30,29,469,232,0,0,0,0,0,242222,3,0
0,0,0,0,69,0,470,670,0,0,0,0,0,168965,3,0
0,0,0,0,17,3,471,670,0,0,0,0,0,173097,3,0
0,0,0,0,8,4,472,670,0,0,0,0,0,202416,3,0
0,0,0,0,24,6,473,670,0,0,0,0,0,209673,2,0
0,0,0,0,25,7,474,670,0,0,0,0,0,221994,2,0
0,0,0,0,22,9,475,670,0,0,0,0,0,228353,3,0
0,0,0,0,26,11,476,670,0,0,0,0,0,220782,2,0
0,0,0,0,29,12,477,670,0,0,0,0,0,194717,3,0
0,0,0,0,88,16,478,670,0,0,0,0,0,243551,3,0
1,0,0,1,14,18,479,670,0,0,0,0,0,210112,2,0
2,0,0,1,10,25,480,670,0,0,0,0,1,150594,3,0
0,0,0,0,13,28,481,670,0,0,0,0,0,196991,3,0
0,0,0,0,7,28,482,670,0,0,0,0,0,241804,3,0
0,0,0,0,23,28,483,670,0,0,0,0,0,213136,3,0
0,0,0,0,5,28,484,670,0,0,0,0,0,184288,3,0
0,0,0,0,1,28,485,670,0,0,0,0,0,18122,3,0
1,0,0,1,45,28,486,670,1,0,0,0,1,232293,3,0
0,0,0,0,77,28,487,670,0,0,0,0,0,203633,2,0
0,0,0,0,35,28,488,670,0,0,0,0,0,190792,3,0
0,0,0,0,33,28,489,670,0,0,0,0,0,189288,3,0
0,0,0,0,6,28,490,670,0,0,0,0,0,223568,3,0
0,0,0,0,39,28,491,670,0,0,0,0,0,208668,3,0
1,0,0,1,9,28,492,670,0,0,0,0,1,212428,2,0
0,0,0,0,15,29,493,670,0,0,0,0,0,224215,3,0
0,0,0,0,4,29,494,670,0,0,0,0,0,245084,3,0
0,0,0,0,98,29,495,670,0,0,0,0,0,244760,3,0
0,0,0,0,20,29,496,670,0,0,0,0,0,239595,3,0
0,0,0,0,1,0,497,673,0,0,0,0,0,181481,3,0
1,0,0,1,31,3,498,673,1,0,0,0,1,234678,5,0
1,0,0,1,6,4,499,673,0,0,0,0,1,184183,3,0
0,0,0,0,33,6,500,673,0,0,0,0,0,231207,2,0
0,0,0,0,3,7,501,673,0,0,0,0,0,235751,3,0
1,0,0,1,77,12,502,673,0,0,0,0,0,204908,3,0
0,0,0,0,25,13,503,673,0,0,0,0,0,228092,3,0
4,0,0,1,18,15,504,673,0,0,0,0,1,231969,3,0
6,1,0,1,14,16,505,673,3,0,0,0,4,207421,5,0
2,0,0,1,24,18,506,673,1,0,0,0,1,203895,4,0
3,0,0,1,10,25,507,673,0,0,0,0,0,218066,3,0
0,0,0,0,17,28,508,673,0,0,0,0,0,215391,3,0
0,0,0,0,28,28,509,673,0,0,0,0,0,229659,3,0
1,0,0,1,45,28,510,673,0,0,0,0,1,230021,3,0
1,0,0,1,21,28,511,673,0,0,0,0,0,207593,3,0
0,0,0,0,30,28,512,673,0,0,0,0,0,222263,3,0
0,0,0,0,93,28,513,673,0,0,0,0,0,204227,3,0
0,0,0,0,11,28,514,673,0,0,0,0,0,241162,3,0
0,0,0,0,23,28,515,673,0,0,0,0,0,234904,3,0
0,0,0,0,4,28,516,673,0,0,0,0,0,228699,3,0
0,0,0,0,54,28,517,673,0,0,0,0,0,243023,3,0
0,0,0,0,20,28,518,673,0,0,0,0,0,244268,3,0
0,0,0,0,9,28,519,673,0,0,0,0,0,215247,3,0
1,0,0,1,8,29,520,673,0,0,0,0,0,239763,3,0
0,0,0,0,19,29,521,673,0,0,0,0,0,229973,3,0
0,0,0,0,91,0,522,674,0,0,0,0,0,220932,2,0
1,0,0,1,28,3,523,674,0,0,0,0,1,235565,2,0
1,0,0,1,4,4,524,674,0,0,0,0,0,227362,3,0
1,0,0,1,76,6,525,674,0,0,0,0,0,177571,3,0
0,0,0,0,21,7,526,674,0,0,0,0,0,158375,3,0
1,0,0,1,9,12,527,674,0,0,0,0,0,238053,2,0
1,0,0,1,8,13,528,674,0,0,0,0,0,175895,3,0
4,0,0,1,6,15,529,674,0,0,0,0,2,210831,3,0
2,0,0,1,17,16,530,674,0,0,0,0,0,240702,1,0
0,0,0,0,7,18,531,674,0,0,0,0,0,241168,2,0
0,0,0,0,14,25,532,674,0,0,0,0,0,230978,2,0
4,0,0,1,16,28,533,674,0,0,0,0,0,243630,3,0
0,0,0,0,19,28,534,674,0,0,0,0,0,201043,3,0
0,0,0,0,11,28,535,674,0,0,0,0,0,224970,3,0
0,0,0,0,5,28,536,674,0,0,0,0,0,243863,1,0
0,0,0,0,20,28,537,674,0,0,0,0,0,188202,3,0
2,0,0,1,13,28,538,674,0,0,0,0,1,235812,3,0
0,0,0,0,22,28,539,674,0,0,0,0,0,239028,3,0
0,0,0,0,92,28,540,674,0,0,0,0,0,200059,3,0
0,0,0,0,2,28,541,674,0,0,0,0,0,193470,1,0
0,0,0,0,23,28,542,674,0,0,0,0,0,239148,3,0
0,0,0,0,44,28,543,674,0,0,0,0,0,220921,3,0
0,0,0,0,10,28,544,674,0,0,0,0,0,199663,3,0
0,0,0,0,3,29,545,674,0,0,0,0,0,222369,3,0
0,0,0,0,24,29,546,674,0,0,0,0,0,239810,3,0
0,0,0,0,29,29,547,674,0,0,0,0,0,237331,3,0
0,0,0,0,32,29,548,674,0,0,0,0,0,245795,3,0
0,0,0,0,34,29,549,674,0,0,0,0,0,243954,3,0
0,0,0,0,1,0,550,680,0,0,0,0,0,175934,3,0
0,0,0,0,3,4,551,680,0,0,0,0,0,232938,3,0
0,0,0,0,26,5,552,680,0,0,0,0,0,199674,4,0
0,0,0,0,6,6,553,680,0,0,0,0,0,155694,3,0
1,0,0,1,7,12,554,680,0,0,0,0,1,207872,3,0
2,0,0,1,5,13,555,680,0,0,0,0,1,228804,3,0
2,0,0,1,33,15,556,680,0,0,0,0,0,232487,3,0
1,0,0,1,24,16,557,680,1,0,0,0,1,231423,5,0
1,0,0,1,10,18,558,680,0,0,0,0,0,206544,3,0
1,0,0,1,11,24,559,680,0,0,0,0,0,228981,3,0
1,0,0,1,77,26,560,680,0,0,0,0,0,237051,3,0
0,0,0,0,12,28,561,680,0,0,0,0,0,213228,4,0
0,0,0,0,29,28,562,680,0,0,0,0,0,209402,3,0
0,0,0,0,14,28,563,680,0,0,0,0,0,243968,3,0
0,0,0,0,4,28,564,680,0,0,0,0,0,211323,3,0
0,0,0,0,21,28,565,680,0,0,0,0,0,223957,3,0
0,0,0,0,9,28,566,680,0,0,0,0,0,227573,3,0
0,0,0,0,19,28,567,680,0,0,0,0,0,205353,3,0
0,0,0,0,20,28,568,680,0,0,0,0,0,224211,3,0
0,0,0,0,23,28,569,680,0,0,0,0,0,183407,3,0
2,0,0,1,15,28,570,680,1,0,0,0,2,232730,4,0
0,0,0,0,16,28,571,680,0,0,0,0,0,226571,3,0
0,0,0,0,18,28,572,680,0,0,0,0,0,223115,3,0
0,0,0,0,35,29,573,680,0,0,0,0,0,243566,3,0
0,0,0,0,8,29,574,680,0,0,0,0,0,244993,3,0
0,0,0,0,28,29,575,680,0,0,0,0,0,232377,3,0
0,0,0,0,27,29,576,680,0,0,0,0,0,156542,3,0
0,0,0,0,22,29,577,680,0,0,0,0,0,234148,3,0
0,0,0,0,28,0,578,682,0,0,0,0,0,212632,3,0
2,0,0,1,5,4,579,682,0,0,0,0,0,241297,3,0
1,0,0,1,4,5,580,682,0,0,0,0,0,235036,4,0
0,0,0,0,33,6,581,682,0,0,0,0,0,193690,3,0
1,0,0,1,27,12,582,682,0,0,0,0,0,179811,3,0
2,0,0,1,26,13,583,682,0,0,0,0,1,223223,4,0
0,0,0,0,17,15,584,682,0,0,0,0,0,212121,3,0
1,0,0,1,16,16,585,682,0,0,0,0,0,218415,4,0
1,0,0,1,55,20,586,682,0,0,0,0,0,199651,4,0
1,0,0,1,9,22,587,682,1,0,0,0,1,212210,4,0
1,0,0,1,10,25,588,682,0,0,0,0,0,243581,3,0
0,0,0,0,8,28,589,682,0,0,0,0,0,215302,3,0
0,0,0,0,25,28,590,682,0,0,0,0,0,239306,3,0
0,0,0,0,6,28,591,682,0,0,0,0,0,163492,3,0
0,0,0,0,3,28,592,682,0,0,0,0,0,190572,3,0
0,0,0,0,1,28,593,682,0,0,0,0,0,212948,2,0
2,0,0,1,7,28,594,682,1,0,0,0,1,244391,4,0
0,0,0,0,14,28,595,682,0,0,0,0,0,229040,3,0
0,0,0,0,22,28,596,682,0,0,0,0,0,239269,3,0
0,0,0,0,20,28,597,682,0,0,0,0,0,199277,3,0
0,0,0,0,43,28,598,682,0,0,0,0,0,215373,3,0
0,0,0,0,11,28,599,682,0,0,0,0,0,240511,3,0
0,0,0,0,12,28,600,682,0,0,0,0,0,239258,3,0
0,0,0,0,30,29,601,682,0,0,0,0,0,223683,3,0
0,0,0,0,36,29,602,682,0,0,0,0,0,237475,3,0
0,0,0,0,29,29,603,682,0,0,0,0,0,239307,3,0
0,0,0,0,1,0,604,1750,0,0,0,0,0,206218,2,0
0,0,0,0,8,3,605,1750,0,0,0,0,0,202708,2,0
0,0,0,0,24,4,606,1750,0,0,0,0,0,232870,2,0
0,0,0,0,4,6,607,1750,0,0,0,0,0,183283,3,0
0,0,0,0,30,7,608,1750,0,0,0,0,0,243909,3,0
1,0,0,1,15,13,609,1750,0,0,0,0,0,205609,2,0
1,0,0,1,19,14,610,1750,0,0,0,0,1,163640,3,0
0,0,0,0,21,15,611,1750,0,0,0,0,0,224756,3,0
0,0,0,0,10,18,612,1750,0,0,0,0,0,204320,2,0
2,0,0,1,11,24,613,1750,1,0,0,0,1,235887,4,0
5,1,0,1,9,26,614,1750,1,0,0,0,1,184176,3,0
0,0,0,0,20,28,615,1750,0,0,0,0,0,229280,3,0
0,0,0,0,5,28,616,1750,0,0,0,0,0,205750,3,0
0,0,0,0,27,28,617,1750,0,0,0,0,0,235171,3,0
0,0,0,0,17,28,618,1750,0,0,0,0,0,243911,2,0
0,0,0,0,16,28,619,1750,0,0,0,0,0,216106,3,0
0,0,0,0,14,28,620,1750,0,0,0,0,0,235888,3,0
0,0,0,0,12,28,621,1750,0,0,0,0,0,204619,3,0
0,0,0,0,25,28,622,1750,0,0,0,0,0,148634,3,0
0,0,0,0,18,28,623,1750,0,0,0,0,0,245364,3,0
0,0,0,0,28,28,624,1750,0,0,0,0,0,223222,3,0
0,0,0,0,7,28,625,1750,0,0,0,0,0,244236,3,0
0,0,0,0,6,28,626,1750,0,0,0,0,0,169281,3,0
0,0,0,0,2,29,627,1750,0,0,0,0,0,240755,3,0
0,0,0,0,22,29,628,1750,0,0,0,0,0,244246,3,0
0,0,0,0,23,29,629,1750,0,0,0,0,0,244239,3,0
0,0,0,0,13,29,630,1750,0,0,0,0,0,223938,3,0
0,0,0,0,26,29,631,1750,0,0,0,0,0,239451,3,0
0,0,0,0,12,0,632,2007,0,0,0,0,0,235629,4,0
0,0,0,0,25,3,633,2007,0,0,0,0,0,228980,3,0
0,0,0,0,20,4,634,2007,0,0,0,0,0,229064,3,0
0,0,0,0,32,6,635,2007,0,0,0,0,0,240899,3,0
1,0,0,1,16,7,636,2007,0,0,0,0,1,206315,3,0
0,0,0,0,7,9,637,2007,0,0,0,0,0,135891,3,0
0,0,0,0,23,11,638,2007,0,0,0,0,0,187878,3,0
1,0,0,1,17,12,639,2007,0,0,0,0,0,193346,2,0
0,0,0,0,22,16,640,2007,0,0,0,0,0,171082,3,0
2,0,0,1,10,18,641,2007,0,0,0,0,0,212944,2,0
1,0,0,1,99,25,642,2007,0,0,0,0,1,245124,3,0
0,0,0,0,9,28,643,2007,0,0,0,0,0,184895,3,0
0,0,0,0,14,28,644,2007,0,0,0,0,0,201845,3,0
0,0,0,0,11,28,645,2007,0,0,0,0,0,235334,3,0
0,0,0,0,3,28,646,2007,0,0,0,0,0,49161,3,0
0,0,0,0,13,28,647,2007,0,0,0,0,0,138026,3,0
0,0,0,0,77,28,648,2007,0,0,0,0,0,244756,3,0
0,0,0,0,21,28,649,2007,0,0,0,0,0,236302,3,0
0,0,0,0,26,28,650,2007,0,0,0,0,0,224822,3,0
0,0,0,0,18,28,651,2007,0,0,0,0,0,243571,2,0
0,0,0,0,28,28,652,2007,0,0,0,0,0,239224,3,0
0,0,0,0,35,28,653,2007,0,0,0,0,0,239128,3,0
0,0,0,0,24,28,654,2007,0,0,0,0,0,241082,3,0
0,0,0,0,6,29,655,2007,0,0,0,0,0,179899,3,0
0,0,0,0,30,29,656,2007,0,0,0,0,0,243905,3,0
0,0,0,0,31,29,657,2007,0,0,0,0,0,239226,3,0
0,0,0,0,2,29,658,2007,0,0,0,0,0,204449,3,0
0,0,0,0,8,29,659,2007,0,0,0,0,0,212169,3,0
0,0,0,0,1,0,660,2013,0,0,0,0,0,204308,1,0
0,0,0,0,44,3,661,2013,0,0,0,0,0,204203,2,0
0,0,0,0,25,4,662,2013,0,0,0,0,0,239259,2,0
0,0,0,0,22,6,663,2013,0,0,0,0,0,172648,3,0
0,0,0,0,24,7,664,2013,0,0,0,0,0,237155,3,0
2,0,0,1,20,12,665,2013,0,0,0,0,1,241994,3,0
0,0,0,0,6,13,666,2013,0,0,0,0,0,200130,3,0
3,0,0,1,10,15,667,2013,1,0,0,0,1,16,4,0
1,0,0,1,3,16,668,2013,0,0,0,0,0,225476,3,0
0,0,0,0,8,18,669,2013,0,0,0,0,0,234948,3,0
0,0,0,0,9,25,670,2013,0,0,0,0,0,183392,3,0
0,0,0,0,77,28,671,2013,0,0,0,0,0,168732,2,0
1,0,0,1,28,28,672,2013,0,0,0,0,0,234048,2,0
0,0,0,0,26,28,673,2013,0,0,0,0,0,227921,3,0
0,0,0,0,7,28,674,2013,0,0,0,0,0,208723,3,0
0,0,0,0,30,28,675,2013,0,0,0,0,0,234049,3,0
0,0,0,0,31,28,676,2013,0,0,0,0,0,199410,3,0
0,0,0,0,11,28,677,2013,0,0,0,0,0,243592,3,0
0,0,0,0,33,28,678,2013,0,0,0,0,0,239076,3,0
0,0,0,0,4,28,679,2013,0,0,0,0,0,137987,3,0
0,0,0,0,5,28,680,2013,0,0,0,0,0,213221,3,0
0,0,0,0,14,28,681,2013,0,0,0,0,0,233965,3,0
0,0,0,0,21,28,682,2013,0,0,0,0,0,239605,3,0
0,0,0,0,2,29,683,2013,0,0,0,0,0,230015,3,0
0,0,0,0,18,29,684,2013,0,0,0,0,0,180339,3,0
0,0,0,0,70,29,685,2013,0,0,0,0,0,233897,1,0
0,0,0,0,23,29,686,2013,0,0,0,0,0,245716,3,0
0,0,0,0,15,29,687,2013,0,0,0,0,0,218880,2,0
0,0,0,0,1,0,688,15005,0,0,0,0,0,142258,3,0
1,0,0,1,2,3,689,15005,0,0,0,0,1,148635,2,0
0,0,0,0,23,4,690,15005,0,0,0,0,0,211438,3,0
0,0,0,0,3,6,691,15005,0,0,0,0,0,206440,2,0
0,0,0,0,18,7,692,15005,0,0,0,0,0,202040,1,0
1,0,0,1,5,9,693,15005,0,0,0,0,0,181436,3,0
2,0,0,1,8,11,694,15005,0,0,0,0,0,229104,1,0
3,0,0,1,7,12,695,15005,0,0,0,0,1,156535,3,0
1,0,0,1,10,16,696,15005,0,0,0,0,1,217877,2,0
0,0,0,0,11,18,697,15005,0,0,0,0,0,184154,2,0
3,0,0,1,9,25,698,15005,0,0,0,0,0,186444,2,0
0,0,0,0,17,28,699,15005,0,0,0,0,0,237108,3,0
0,0,0,0,22,28,700,15005,0,0,0,0,0,209618,1,0
0,0,0,0,14,28,701,15005,0,0,0,0,0,205618,2,0
0,0,0,0,24,28,702,15005,0,0,0,0,0,152621,3,0
0,0,0,0,25,28,703,15005,0,0,0,0,0,201847,3,0
0,0,0,0,19,28,704,15005,0,0,0,0,0,224967,3,0
0,0,0,0,4,28,705,15005,0,0,0,0,0,212120,3,0
0,0,0,0,44,28,706,15005,0,0,0,0,0,242266,3,0
0,0,0,0,26,28,707,15005,0,0,0,0,0,206040,3,0
0,0,0,0,20,28,708,15005,0,0,0,0,0,214877,3,0
0,0,0,0,16,28,709,15005,0,0,0,0,0,243906,3,0
0,0,0,0,12,28,710,15005,0,0,0,0,0,225533,3,0
0,0,0,0,15,29,711,15005,0,0,0,0,0,236313,3,0
0,0,0,0,28,0,712,100081,0,0,0,0,0,188400,3,0
0,0,0,0,13,3,713,100081,0,0,0,0,0,231948,3,0
0,0,0,0,15,4,714,100081,0,0,0,0,0,137359,4,0
0,0,0,0,4,6,715,100081,0,0,0,0,0,192594,3,0
0,0,0,0,30,7,716,100081,0,0,0,0,0,200532,3,0
0,0,0,0,9,23,717,100081,0,0,0,0,0,183955,3,0
0,0,0,0,14,13,718,100081,0,0,0,0,0,201438,3,0
0,0,0,0,26,15,719,100081,0,0,0,0,0,229137,3,0
4,0,0,1,7,27,720,100081,1,0,0,0,3,192778,4,0
0,0,0,0,10,18,721,100081,0,0,0,0,0,187789,3,0
1,0,0,1,20,25,722,100081,0,0,0,0,0,219988,3,0
0,0,0,0,5,28,723,100081,0,0,0,0,0,206310,3,0
0,0,0,0,29,28,724,100081,0,0,0,0,0,245099,3,0
0,0,0,0,72,28,725,100081,0,0,0,0,0,221893,3,0
0,0,0,0,3,28,726,100081,0,0,0,0,0,244537,3,0
0,0,0,0,1,28,727,100081,0,0,0,0,0,182897,3,0
1,0,0,1,27,28,728,100081,0,0,0,0,1,184927,3,0
0,0,0,0,8,28,729,100081,0,0,0,0,0,220035,3,0
0,0,0,0,12,28,730,100081,0,0,0,0,0,243260,3,0
0,0,0,0,25,28,731,100081,0,0,0,0,0,245220,3,0
0,0,0,0,31,28,732,100081,0,0,0,0,0,176154,3,0
1,0,0,1,11,28,733,100081,0,0,0,0,0,237546,3,0
0,0,0,0,6,28,734,100081,0,0,0,0,0,213368,3,0
0,0,0,0,19,29,735,100081,0,0,0,0,0,239308,3,0
0,0,0,0,21,29,736,100081,0,0,0,0,0,229247,3,0
0,0,0,0,2,29,737,100081,0,0,0,0,0,198971,3,0
1,0,0,1,23,29,738,100081,1,0,0,0,1,217287,5,0
0,0,0,0,39,29,739,100081,0,0,0,0,0,208022,3,0
0,0,0,0,33,0,740,110913,0,0,0,0,0,204549,3,0
0,0,0,0,52,3,741,110913,0,0,0,0,0,239095,3,0
0,0,0,0,23,4,742,110913,0,0,0,0,0,228983,3,0
1,0,0,1,26,6,743,110913,0,0,0,0,0,243628,4,0
0,0,0,0,3,7,744,110913,0,0,0,0,0,235579,2,0
0,0,0,0,15,9,745,110913,0,0,0,0,0,208246,2,0
0,0,0,0,24,11,746,110913,0,0,0,0,0,208384,3,0
1,0,0,1,7,12,747,110913,0,0,0,0,0,215480,3,0
4,0,0,1,22,16,748,110913,1,0,0,0,1,235103,4,0
1,0,0,1,14,18,749,110913,0,0,0,0,0,239597,3,0
0,0,0,0,9,25,750,110913,0,0,0,0,0,213993,3,0
0,0,0,0,13,28,751,110913,0,0,0,0,0,237333,3,0
0,0,0,0,20,28,752,110913,0,0,0,0,0,235242,3,0
0,0,0,0,18,28,753,110913,0,0,0,0,0,217191,3,0
0,0,0,0,2,28,754,110913,0,0,0,0,0,227520,3,0
0,0,0,0,89,28,755,110913,0,0,0,0,0,185291,3,0
0,0,0,0,12,28,756,110913,0,0,0,0,0,224969,3,0
0,0,0,0,11,28,757,110913,0,0,0,0,0,227857,3,0
0,0,0,0,39,28,758,110913,0,0,0,0,0,202517,3,0
0,0,0,0,55,28,759,110913,0,0,0,0,0,216295,3,0
0,0,0,0,4,28,760,110913,0,0,0,0,0,228261,3,0
0,0,0,0,8,28,761,110913,0,0,0,0,0,243339,3,0
0,0,0,0,5,28,762,110913,0,0,0,0,0,228515,3,0
0,0,0,0,98,29,763,110913,0,0,0,0,0,229105,3,0
0,0,0,0,1,29,764,110913,0,0,0,0,0,226729,3,0
0,0,0,0,10,29,765,110913,0,0,0,0,0,210667,3,0
0,0,0,0,28,29,766,110913,0,0,0,0,0,242003,3,0
0,0,0,0,19,29,767,110913,0,0,0,0,0,243500,3,0
0,0,0,0,1,0,768,111560,0,0,0,0,0,156920,3,0
0,0,0,0,13,3,769,111560,0,0,0,0,0,188390,3,0
0,0,0,0,2,4,770,111560,0,0,0,0,0,201841,3,0
0,0,0,0,31,6,771,111560,0,0,0,0,0,210361,3,0
0,0,0,0,3,7,772,111560,0,0,0,0,0,240501,3,0
0,0,0,0,30,9,773,111560,0,0,0,0,0,228715,3,0
1,0,0,1,11,11,774,111560,0,0,0,0,1,204442,3,0
0,0,0,0,7,12,775,111560,0,0,0,0,0,211214,2,0
0,0,0,0,10,16,776,111560,0,0,0,0,0,229010,3,0
0,0,0,0,18,24,777,111560,0,0,0,0,0,177126,3,0
1,0,0,1,23,26,778,111560,0,0,0,0,1,244949,4,0
0,0,0,0,8,28,779,111560,0,0,0,0,0,242767,3,0
0,0,0,0,27,28,780,111560,0,0,0,0,0,228349,3,0
0,0,0,0,25,28,781,111560,0,0,0,0,0,219471,3,0
0,0,0,0,4,28,782,111560,0,0,0,0,0,229107,3,0
0,0,0,0,33,28,783,111560,0,0,0,0,0,225149,3,0
0,0,0,0,9,28,784,111560,0,0,0,0,0,221274,3,0
0,0,0,0,77,28,785,111560,0,0,0,0,0,243888,3,0
0,0,0,0,54,28,786,111560,0,0,0,0,0,122649,3,0
0,0,0,0,55,28,787,111560,0,0,0,0,0,243889,3,0
0,0,0,0,24,28,788,111560,0,0,0,0,0,186753,3,0
1,0,0,1,99,28,789,111560,0,0,0,0,0,240901,3,0
0,0,0,0,6,28,790,111560,0,0,0,0,0,230684,3,0
0,0,0,0,5,29,791,111560,0,0,0,0,0,244248,3,0
0,0,0,0,21,29,792,111560,0,0,0,0,0,222724,3,0
0,0,0,0,14,29,793,111560,0,0,0,0,0,240076,3,0
0,0,0,0,22,29,794,111560,0,0,0,0,0,211574,3,0
0,0,0,0,89,29,795,111560,0,0,0,0,0,219261,3,0
0,0,0,0,26,29,796,111592,0,0,0,0,0,230318,3,0
0,0,0,0,24,29,797,111592,0,0,0,0,0,230202,3,0
0,0,0,0,3,4,798,517,0,0,0,0,0,230231,3,0
0,0,0,0,30,29,799,1853,0,0,0,0,0,230393,3,0
0,0,0,0,5,7,800,517,0,0,0,0,0,230348,3,0
0,0,0,0,6,9,801,517,0,0,0,0,0,230255,3,0
0,0,0,0,13,29,802,234,0,0,0,0,0,230429,3,0
0,0,0,0,30,29,803,111592,0,0,0,0,0,230465,3,0
0,0,0,0,31,29,804,111592,0,0,0,0,0,230484,3,0
0,0,0,0,11,29,805,111592,0,0,0,0,0,230524,3,0
0,0,0,0,9,28,806,461,0,0,0,0,0,230300,3,0
0,0,0,0,8,29,807,111592,0,0,0,0,0,230472,3,0
0,0,0,0,17,29,808,111592,0,0,0,0,0,230238,3,0
0,0,0,0,15,29,809,111592,0,0,0,0,0,236071,3,0
0,0,0,0,28,29,810,111592,0,0,0,0,0,236111,3,0
0,0,0,0,16,29,811,111592,0,0,0,0,0,233977,3,0
0,0,0,0,19,29,812,111592,0,0,0,0,0,230512,3,0
0,0,0,0,18,29,813,111592,0,0,0,0,0,230476,3,0
0,0,0,0,12,29,814,111592,0,0,0,0,0,230210,3,0
0,0,0,0,21,29,815,111592,0,0,0,0,0,236166,3,0
0,0,0,0,1,0,816,567,0,0,0,0,0,230323,3,0
0,0,0,0,2,3,817,567,0,0,0,0,0,230199,3,0
0,0,0,0,3,29,818,111592,0,0,0,0,0,230381,3,0
0,0,0,0,4,29,819,111592,0,0,0,0,0,230218,3,0
0,0,0,0,5,7,820,567,0,0,0,0,0,230337,3,0
0,0,0,0,6,10,821,567,0,0,0,0,0,230234,3,0
0,0,0,0,7,13,822,567,0,0,0,0,0,230278,3,0
0,0,0,0,8,29,823,111592,0,0,0,0,0,230271,3,0
0,0,0,0,21,18,824,567,0,0,0,0,0,230466,3,0
