firstnameid,lastnameid,playerjerseynameid,commonnameid,trait2,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,standingtackle,tattoobackneck,preferredposition3,longpassing,penalties,animfreekickstartposcode,animpenaltieskickstylecode,isretiring,longshots,gkdiving,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,vision,contractvaliduntil,animpenaltiesapproachcode,finishing,dribbling,slidingtackle,accessorycode3,accessorycolourcode1,headtypecode,sprintspeed,height,hasseasonaljersey,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,ballcontrol,shotpower,trait1,socklengthcode,weight,hashighqualityhead,gkglovetypecode,tattoorightarm,balance,gender,headassetid,gkkicking,internationalrep,animpenaltiesmotionstylecode,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,attackingworkrate,finishingcode2,aggression,acceleration,headingaccuracy,iscustomized,eyebrowcode,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,defensiveworkrate,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,skintypecode,tattoorightneck,gkkickstyle,stamina,playerid,marking,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,skintonecode,shortstyle,overallrating,tattooleftneck,emotion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,runningcode1,preferredposition4,volleys,accessorycolourcode2,facialhaircolorcode
1530,12817,58,0,0,2,0,57,1,55,0,0,42,0,72,70,0,-1,70,64,0,0,0,53,15,76,31,36,71,11,0,71,77,67,2018,1,44,57,64,0,0,4000,33,184,3,-1,76,267,145879,5,69,66,33824,0,72,0,0,0,57,0,23823,15,1,0,67,56,1,4,0,0,0,75,33,60,0,2,0,1,8,8,0,0,0,156768,1,0,46,1,0,3,76,2,0,0,57,23823,76,0,9,0,1,2,0,71,0,4,0,0,0,30,0,1,0,0,-1,54,0,1
6225,21269,21269,0,4096,1,6,76,1,68,0,0,55,0,115,62,0,-1,78,78,2,0,0,65,8,69,31,79,73,7,0,70,84,87,2018,1,49,73,63,0,0,1500,34,170,3,10,50,61,144968,14,76,71,295936,0,65,0,0,0,80,0,24248,10,2,0,79,72,2,0,0,1,0,59,37,44,0,1,0,1,7,3,0,0,8,158625,1,0,55,1,0,4,32,2,0,0,32,24248,42,0,9,0,2,4,0,73,0,4,0,0,0,30,0,9,0,0,-1,54,0,0
13063,22188,22187,20917,8192,3,8,11,1,50,0,0,13,0,0,22,0,-1,22,24,0,0,0,15,80,22,31,11,87,82,0,82,64,65,2021,1,14,10,24,0,0,15,63,188,0,-1,72,217,153140,0,23,24,3145728,0,92,1,123,0,60,0,24630,82,3,0,19,11,0,0,0,0,0,32,50,13,0,0,0,1,83,3,0,0,0,159222,0,0,45,1,0,3,73,2,0,3,34,24630,20,0,82,0,0,4,0,83,0,3,1,0,0,30,0,5,0,0,-1,11,0,0
5359,21269,21269,0,1024,1,8,76,1,65,0,0,81,0,90,33,0,-1,74,81,2,1,0,70,8,33,31,62,74,14,0,77,86,78,2019,1,78,76,24,0,0,528,34,184,0,-1,78,136,153140,25,78,75,8208,0,84,0,0,0,54,0,25420,11,3,0,75,65,3,3,0,0,0,68,38,76,0,0,0,1,7,3,0,0,0,159169,1,1,59,1,0,4,64,2,0,0,50,25420,36,0,11,0,2,4,0,74,0,3,0,0,0,30,0,2,0,0,-1,73,0,0
25975,34001,34001,0,0,3,0,14,1,38,0,0,14,0,115,10,0,-1,28,9,0,0,0,8,69,22,31,10,63,53,0,59,38,36,2019,1,4,13,15,0,0,23,34,188,1,-1,57,57,146133,0,20,30,0,0,89,0,4,0,35,0,27480,67,1,0,19,10,0,0,0,0,0,35,34,6,0,2,0,1,64,3,1,0,0,159198,1,0,34,1,0,3,60,2,0,3,26,27480,14,0,62,0,0,2,0,63,0,2,0,0,0,30,0,6,0,0,-1,10,0,2
7039,29037,29037,0,262144,6,0,17,1,29,0,0,15,0,140,11,0,-1,33,12,0,0,0,12,66,27,31,13,67,67,0,65,64,60,2019,1,11,14,11,0,0,4002,34,190,1,-1,73,25,145443,0,23,22,1048576,0,96,0,95,0,36,0,27532,71,1,0,34,12,0,3,0,0,0,32,33,11,0,2,0,1,67,1,1,0,0,158455,1,0,34,1,0,3,71,2,0,3,30,27532,20,0,65,0,0,2,0,67,0,2,0,0,0,30,0,6,0,0,-1,11,0,3
21023,29149,29149,0,1024,3,0,21,1,25,0,0,9,0,63,15,0,-1,25,11,0,0,0,15,54,21,31,12,58,51,0,51,45,39,2019,1,11,15,17,0,0,2024,28,185,1,-1,60,57,144323,0,26,19,0,2,76,0,7,0,25,0,28157,59,1,0,28,12,0,4,0,0,0,31,30,15,0,0,0,1,63,6,1,0,0,158795,1,0,34,1,0,3,60,2,0,1,27,28157,12,0,61,0,0,2,0,58,0,2,0,0,0,30,0,5,0,0,-1,17,0,2
24326,20118,24326,0,0,1,16,58,1,57,0,0,63,0,43,40,0,12,52,58,1,1,0,50,8,51,31,56,56,11,0,44,67,62,2021,1,54,48,31,0,0,504,39,175,0,10,56,98,144984,14,62,61,0,0,76,0,0,0,69,0,29118,9,2,0,65,57,2,4,0,0,0,62,50,52,0,2,0,1,10,5,0,0,0,157650,1,1,163,1,0,4,33,1,0,0,34,29118,40,0,6,0,3,4,0,56,0,3,0,0,0,30,0,2,1,0,-1,49,0,0
24384,19014,24384,0,65536,1,0,87,1,75,0,0,68,0,59,38,0,23,77,83,0,1,0,77,8,33,31,80,72,6,0,76,77,74,2021,0,65,70,34,0,0,535,30,178,1,21,65,114,144524,18,76,79,335872,0,71,0,0,0,69,0,29552,7,3,0,78,88,2,3,0,2,0,30,32,28,0,0,0,1,6,3,0,0,0,158604,1,1,163,2,0,3,64,1,0,0,49,29552,40,0,15,0,2,4,0,72,0,2,0,0,0,30,0,1,1,0,12,78,0,0
12806,27777,27777,0,8192,6,8,15,1,19,0,0,14,0,53,8,0,-1,29,15,0,0,0,11,64,28,31,17,71,66,0,66,63,35,2019,1,11,12,13,0,0,23,29,188,3,-1,72,67,145469,0,24,15,1048576,2,78,0,10,0,37,0,32740,68,1,0,28,20,0,0,0,0,0,33,25,9,0,0,0,1,76,2,0,0,0,158803,1,0,46,1,0,2,67,2,0,3,22,32740,13,0,78,0,0,2,0,71,0,3,0,0,0,30,0,6,0,0,-1,7,0,2
2025,5439,5439,0,0,1,4,80,1,86,0,0,75,0,86,81,0,-1,84,76,0,0,0,75,14,83,31,85,87,6,0,80,73,82,2018,1,74,83,85,0,0,3004,89,176,0,16,80,265,153289,7,87,79,16448,0,66,1,0,0,85,0,34079,14,3,0,90,77,2,2,0,2,0,87,91,76,0,0,0,2,7,3,0,0,25,159222,0,0,14,2,0,3,78,1,0,0,74,34079,82,0,6,0,2,8,0,86,0,4,0,0,0,30,0,2,0,0,-1,75,0,0
14898,2844,2844,0,1024,6,4,69,1,71,0,0,72,0,21,81,0,-1,76,79,0,0,0,78,9,77,31,72,71,11,0,76,70,78,2019,1,74,70,80,0,0,22,65,177,1,14,77,264,153289,10,79,82,32,0,70,1,0,0,77,0,36111,13,1,0,81,73,1,0,0,0,0,83,66,70,0,0,0,1,15,3,0,0,0,154942,0,2,95,1,0,3,76,1,0,0,77,36111,77,0,11,0,1,2,0,80,0,4,0,0,0,30,0,2,0,0,-1,77,0,2
5925,2827,2827,0,0,9,12,67,1,77,0,0,68,0,0,68,0,-1,59,59,0,0,0,56,12,65,31,63,70,11,0,72,73,62,2018,1,61,66,68,0,0,1020,76,172,4,-1,53,24,145954,7,67,66,131072,0,68,0,0,0,74,0,39386,8,1,0,67,62,2,2,0,2,0,65,77,54,0,2,0,1,6,9,0,0,0,158635,0,0,95,2,0,4,72,1,0,0,87,39386,67,0,6,0,1,10,0,70,0,2,0,0,0,30,0,1,0,0,-1,62,0,0
28830,11599,11599,0,151552,3,5,84,1,82,0,0,93,0,7,37,0,-1,83,92,1,2,0,91,13,20,31,83,85,12,0,86,90,89,2022,1,90,84,24,0,1,2017,81,195,3,-1,88,185,153289,25,91,92,4276224,0,95,1,0,0,73,0,41236,10,5,0,84,86,4,0,0,0,0,89,77,88,0,2,0,3,15,3,0,0,16,159222,0,1,46,1,0,4,84,2,0,0,80,41236,28,0,9,0,3,5,0,91,0,5,1,0,0,30,0,5,1,1,-1,88,0,2
25073,29155,29155,0,0,6,0,42,1,64,0,0,31,0,92,73,0,-1,63,46,0,0,0,32,7,74,31,49,73,13,0,69,76,45,2022,1,22,35,68,0,0,1512,50,182,3,-1,77,46,146336,5,59,57,1024,0,79,0,0,0,70,0,45083,10,2,0,66,18,1,4,0,0,0,77,64,72,0,0,0,1,12,5,0,0,0,157315,1,0,47,1,0,4,82,2,0,0,73,45083,74,0,9,0,1,2,0,73,0,2,0,0,0,30,0,2,0,0,-1,38,0,3
12786,25447,12786,12786,4096,3,0,86,1,74,0,0,81,0,124,41,0,25,83,75,0,0,0,76,9,35,31,86,82,11,0,80,80,84,2020,1,80,85,39,0,0,5,70,179,3,16,64,266,153289,12,83,74,0,0,75,0,0,0,74,0,45186,6,2,0,82,77,3,0,0,2,0,53,76,56,0,0,0,1,14,6,0,0,0,159222,0,0,45,1,0,3,33,2,0,0,65,45186,41,0,10,0,2,2,0,82,0,2,0,0,0,30,0,2,0,0,-1,68,0,2
5230,26117,26117,0,0,3,4,72,1,73,0,0,64,0,37,69,0,-1,72,58,0,0,0,64,16,74,31,70,70,15,0,74,80,72,2019,1,57,68,66,0,0,1526,40,182,3,10,70,125,145859,5,72,68,263168,0,79,0,0,0,73,0,45473,15,1,0,73,68,2,4,0,2,0,67,55,55,0,2,0,1,12,3,3,0,0,158077,1,0,21,1,0,3,54,2,0,0,75,45473,77,0,15,0,2,2,0,70,0,4,0,0,0,30,0,1,0,0,-1,59,0,2
26195,11444,11444,0,1024,3,6,66,1,65,0,0,78,0,90,27,0,-1,51,54,0,0,0,64,9,25,31,62,68,12,0,74,74,63,2018,1,68,59,25,0,1,1517,68,180,3,-1,69,127,145878,25,62,66,9472,0,83,0,0,0,75,0,45548,9,1,0,61,58,1,4,0,0,0,62,71,62,0,2,0,1,9,1,0,0,16,158254,1,0,46,2,0,3,81,2,0,0,62,45548,37,0,12,0,1,2,0,68,0,3,0,0,0,30,0,3,0,0,-1,68,0,2
21839,29148,29148,0,65536,6,4,76,1,62,0,0,67,0,37,44,0,-1,75,75,2,1,0,70,12,47,31,73,67,14,0,62,66,74,2019,1,66,67,43,0,0,1509,28,176,3,-1,47,47,146217,14,70,66,262160,2,74,1,0,0,66,0,45574,6,2,0,75,80,2,1,0,1,0,69,35,50,0,6,0,1,12,4,0,0,0,159175,0,1,34,2,0,4,33,2,0,0,27,45574,41,0,16,0,2,1,0,67,0,4,0,0,0,30,0,2,0,0,-1,72,0,2
6123,3522,3522,0,0,1,4,38,1,34,0,0,27,0,77,80,0,-1,61,49,0,0,0,53,3,80,31,58,76,3,0,69,77,41,2019,0,23,41,78,0,0,2003,30,183,0,-1,77,265,153289,5,51,60,16,0,84,1,0,0,48,0,45595,3,2,0,60,29,1,1,0,1,0,80,33,75,0,6,0,1,3,3,0,0,0,158106,0,2,27,1,0,3,74,2,0,0,42,45595,82,0,3,0,1,4,0,76,0,3,0,0,0,30,0,2,0,0,-1,19,0,0
17353,3856,3856,0,0,6,4,68,1,56,0,0,65,0,118,60,0,-1,70,68,0,0,0,64,15,68,31,64,70,5,0,67,69,74,2019,1,60,66,58,0,0,2017,52,178,3,10,67,127,145490,14,71,70,16,0,77,0,0,0,78,0,45605,9,2,0,74,64,2,0,0,0,0,65,51,68,0,2,0,1,10,3,0,0,0,158983,1,2,27,1,0,3,72,2,0,0,63,45605,64,0,12,0,1,2,0,70,0,3,0,0,0,30,0,2,0,0,-1,66,0,2
12853,20052,20052,0,0,6,6,59,1,30,0,0,34,0,49,68,0,-1,58,51,0,0,0,43,9,72,31,35,71,11,0,65,60,55,2018,1,40,47,67,0,0,21,41,193,0,-1,91,117,146244,5,50,45,128,0,84,1,0,0,40,0,45842,16,2,0,57,50,1,0,0,2,0,85,31,75,0,2,0,1,12,2,0,0,0,158676,0,0,46,2,0,3,45,2,0,0,46,45842,68,0,14,0,1,3,0,71,0,4,0,0,0,30,0,4,0,0,-1,50,0,0
17054,22816,22816,0,1065984,6,9,65,1,69,0,0,75,0,123,32,0,-1,58,71,0,0,0,70,10,42,31,69,73,11,0,73,81,73,2018,1,76,66,31,0,1,22,63,184,3,-1,80,101,146080,25,71,74,4195332,0,81,0,0,0,63,0,46175,16,1,0,70,71,2,0,0,0,0,84,65,67,0,0,0,1,8,1,0,0,16,157534,1,0,46,1,0,3,86,2,0,0,67,46175,35,0,8,0,1,2,0,73,0,4,0,0,0,30,0,1,0,0,-1,70,0,2
7736,18446,18446,0,1024,3,6,52,1,48,0,0,31,0,10,77,0,-1,56,49,0,0,0,39,9,84,31,51,75,15,0,64,73,31,2019,1,16,49,76,0,0,2020,34,182,0,-1,71,18,145607,5,64,56,1024,0,77,0,0,0,65,0,46736,10,2,0,59,33,1,4,0,1,0,74,48,75,0,0,0,1,10,9,0,0,0,157325,1,2,27,2,0,2,73,2,0,0,39,46736,80,0,11,0,1,2,0,75,0,3,1,0,0,30,0,1,0,0,-1,27,0,0
18490,20798,9206,0,98304,5,16,74,1,68,0,0,66,0,114,46,0,-1,68,67,2,1,0,68,13,55,31,72,67,6,0,72,71,75,2019,0,64,64,43,0,1,6,40,183,3,-1,64,108,145696,14,68,70,266240,0,74,0,0,0,64,0,46857,13,2,0,72,69,2,0,0,0,0,65,41,52,0,2,0,1,12,6,0,0,16,158268,1,0,36,2,0,5,65,2,0,0,42,46857,53,0,8,0,3,2,0,67,0,3,0,0,0,30,0,2,0,2,-1,64,0,1
14015,2870,2870,0,0,9,6,13,1,61,0,0,12,0,124,14,0,-1,30,14,0,0,0,13,64,27,31,12,67,65,0,63,52,26,2019,1,13,16,17,0,0,2003,49,185,1,-1,72,61,145943,0,33,35,1048576,2,79,0,6,0,31,0,47020,65,1,0,17,24,0,3,0,0,0,33,43,14,0,0,0,1,66,5,3,0,0,158776,1,0,7,1,0,3,70,2,0,1,31,47020,11,0,71,0,0,2,0,67,0,3,0,0,0,30,0,5,0,0,-1,14,0,0
24511,21502,21502,0,262144,1,0,11,1,58,0,0,18,0,72,11,0,-1,37,25,0,0,0,15,75,23,31,17,76,77,0,70,58,58,2021,1,14,11,17,0,0,2010,46,186,1,-1,61,29,146318,0,32,37,524288,0,77,0,113,0,61,0,47201,73,2,0,33,17,0,3,0,0,0,28,48,14,0,0,0,1,73,4,0,0,8,159144,1,0,7,1,0,2,75,2,0,3,27,47201,20,0,78,0,0,2,0,76,0,5,0,9,0,30,0,4,0,0,-1,17,0,0
13320,11765,11765,0,0,5,0,50,1,58,0,0,55,0,148,67,0,12,57,58,0,0,0,60,9,59,9,62,61,16,0,60,60,63,2022,1,50,57,52,0,1,510,46,181,1,14,64,0,144975,10,64,68,33792,0,77,0,0,0,66,0,48722,8,1,0,64,61,1,4,0,1,0,72,59,63,0,0,0,1,10,3,0,0,16,157864,1,2,163,1,0,3,56,1,0,0,34,48722,56,0,11,0,1,4,0,61,0,1,0,0,2,0,0,2,2,0,-1,54,0,0
8188,5460,8156,0,1024,6,8,58,1,55,0,0,40,0,79,75,0,-1,68,58,0,0,0,71,11,68,31,53,74,6,0,67,77,48,2019,1,45,58,71,0,0,2508,44,184,0,-1,78,22,145832,5,65,63,1040,0,83,1,0,0,59,0,48745,14,2,0,68,56,1,4,0,1,0,78,53,79,0,0,0,1,16,3,0,0,0,158416,0,2,52,1,0,4,78,2,0,0,54,48745,78,0,16,0,1,1,0,74,0,4,1,0,0,30,0,2,0,0,-1,58,0,2
21038,29350,4808,0,263168,6,6,13,1,46,0,0,13,0,50,13,0,-1,33,23,0,0,0,11,86,23,31,19,91,96,0,77,63,53,2019,1,12,12,12,0,0,2010,38,196,3,-1,63,168,153140,0,22,21,3145728,0,90,1,99,0,34,0,48940,81,4,0,35,19,0,1,0,0,0,17,35,19,0,0,0,2,87,1,1,0,0,159222,0,0,12,2,0,3,50,2,0,3,32,48940,12,0,87,0,0,3,0,89,0,2,1,0,0,30,0,5,0,0,-1,17,0,2
1225,17576,17576,0,0,5,4,20,1,65,0,0,13,0,77,13,0,-1,39,23,0,0,0,14,72,18,31,11,74,78,0,70,68,60,2020,1,19,18,13,0,0,2504,41,183,1,-1,72,83,145841,0,29,23,1049600,2,74,1,8,0,51,0,49000,68,2,0,36,14,0,4,0,0,0,49,33,13,0,1,0,1,70,8,1,0,0,159141,0,0,42,1,0,3,73,2,0,1,30,49000,15,0,74,0,0,2,0,74,0,4,0,0,0,30,0,2,0,0,-1,15,0,3
25017,24843,24843,0,262144,9,4,14,0,52,0,0,10,0,117,10,0,-1,34,20,0,0,0,13,81,25,31,11,80,79,0,67,66,34,2022,1,10,14,13,0,0,2013,40,186,0,-1,74,43,144801,0,20,21,1024,0,85,0,11,0,48,0,49031,66,2,0,36,11,0,3,0,0,0,22,34,10,0,0,0,1,82,3,0,0,0,158416,1,0,27,1,0,3,74,2,0,2,28,49031,25,0,82,0,0,2,0,80,0,4,0,0,0,30,0,5,0,0,-1,18,0,0
14661,3723,3723,0,147456,3,8,60,1,64,0,0,79,0,114,19,0,-1,57,75,1,2,0,67,9,14,31,55,72,7,0,73,76,53,2019,0,75,55,18,0,0,2011,46,185,3,-1,88,178,146405,25,70,80,4195332,2,83,0,0,0,61,0,49045,8,1,0,64,67,1,4,0,0,0,68,40,74,0,0,0,1,11,3,3,0,22,158045,0,1,42,1,0,4,66,2,0,0,54,49045,45,0,14,0,1,1,0,72,0,4,0,0,0,30,0,3,0,0,-1,67,0,2
20031,34002,34002,0,1024,4,16,42,1,55,0,0,47,0,65,71,0,-1,60,36,0,0,0,52,6,82,31,64,71,6,0,65,77,57,2019,1,37,47,70,0,0,2024,52,183,0,7,72,61,145492,5,57,62,0,0,81,0,0,0,59,0,49161,10,1,0,65,31,1,4,0,0,0,69,47,70,0,0,0,1,14,1,0,0,0,159196,1,2,7,2,0,2,49,2,0,0,67,49161,72,0,12,0,1,2,0,71,0,2,0,0,0,30,0,1,0,0,-1,26,0,1
13275,24924,24924,0,263168,1,8,15,1,48,0,0,8,0,16,12,0,-1,28,22,0,0,0,12,73,17,31,13,71,70,0,68,53,34,2019,0,13,12,15,0,0,1507,43,186,1,-1,43,46,144852,0,31,20,0,0,80,1,5,0,55,0,49212,67,1,0,38,12,0,4,0,0,0,21,42,11,0,0,0,1,69,3,1,0,0,154028,0,0,52,1,0,3,74,2,0,3,33,49212,10,0,68,0,0,1,0,71,0,1,0,0,0,30,0,5,0,0,-1,12,0,0
8476,26363,26351,8481,0,6,0,84,1,83,0,0,85,0,140,22,0,-1,74,81,0,1,0,85,14,20,31,75,90,10,0,83,69,81,2019,1,84,84,18,0,0,1505,88,186,1,-1,80,101,153140,25,87,86,131328,0,79,1,0,0,66,0,49369,8,4,0,85,78,2,1,0,0,0,73,84,83,0,2,0,2,13,4,0,0,0,159222,0,0,45,1,0,4,81,1,0,0,77,49369,39,0,9,0,2,2,0,87,0,2,1,0,0,30,0,5,2,2,-1,85,0,2
16002,4141,4141,0,524288,6,4,10,1,37,0,0,15,0,39,11,0,-1,23,22,0,0,0,12,78,18,31,11,75,74,0,66,59,44,2020,1,11,11,11,0,0,1504,37,188,3,-1,69,271,146268,0,23,24,2621440,0,84,0,5,0,28,0,49472,65,2,0,31,15,0,0,0,0,0,35,35,13,0,0,0,1,74,6,3,0,0,159222,1,0,18,2,0,3,63,2,0,2,28,49472,11,0,76,0,0,2,0,75,0,3,0,0,0,30,0,5,0,0,-1,12,0,3
29269,6691,6691,0,1024,5,4,69,1,67,0,0,67,0,72,70,0,-1,79,65,0,0,0,65,7,71,31,78,74,16,0,72,75,78,2019,1,61,69,68,0,0,2008,34,176,3,14,62,180,146380,10,74,65,263168,0,70,0,0,0,75,0,49488,12,2,0,79,73,1,4,0,0,0,70,41,61,0,2,0,1,13,6,0,0,0,158411,1,0,18,1,0,3,62,2,0,0,66,49488,70,0,12,0,1,2,0,74,0,3,0,0,0,30,0,2,0,0,-1,65,0,3
8942,14253,14253,0,1024,5,6,51,0,27,0,0,40,0,105,58,0,-1,55,62,0,2,0,52,14,63,31,33,65,11,0,66,64,49,2018,0,46,24,55,0,1,19,25,194,3,-1,93,65,144366,5,49,70,1024,0,97,0,0,0,31,0,49511,10,1,0,56,53,1,0,0,1,0,76,24,70,0,2,0,1,9,1,0,0,16,153168,1,0,36,2,0,3,44,2,0,0,37,49511,62,0,6,0,1,2,0,65,0,3,0,0,0,30,0,5,0,0,-1,43,0,3
16524,1503,1503,0,0,2,0,30,1,31,0,0,40,0,75,61,0,14,51,18,1,1,0,48,7,59,31,25,59,14,0,42,64,51,2018,1,38,32,51,0,0,14,30,181,3,10,64,56,145562,5,45,49,0,2,70,0,0,0,62,0,49575,7,1,0,58,22,1,3,0,0,0,66,32,58,0,2,0,1,8,1,0,0,0,159072,1,0,46,1,0,3,59,2,0,0,31,49575,61,0,6,0,1,2,0,59,0,2,0,0,0,30,0,2,0,0,-1,42,0,3
12841,13391,13391,0,0,3,0,46,1,58,0,0,41,0,65,61,0,-1,68,50,1,0,0,58,11,63,31,45,66,8,0,62,60,48,2019,1,34,45,67,0,0,2015,44,183,3,-1,77,170,146364,5,55,70,32912,0,75,0,0,0,57,0,49589,12,1,0,60,60,1,0,0,2,0,78,48,65,0,2,0,1,13,2,0,0,0,156206,1,0,46,1,0,3,85,2,0,0,30,49589,60,0,14,0,1,2,0,66,0,3,0,0,0,30,0,1,0,0,-1,38,0,3
13715,28791,28791,0,4096,1,15,76,1,85,0,0,67,0,65,54,0,-1,66,68,0,0,0,65,11,51,31,65,68,16,0,66,70,72,2019,1,60,68,48,0,1,4003,64,169,3,14,41,256,146039,12,70,70,4608,0,66,0,0,0,90,0,49659,15,2,0,69,79,2,0,0,0,0,68,68,54,0,2,0,1,6,5,0,0,16,158411,1,0,97,1,0,3,74,2,0,0,70,49659,51,0,15,0,3,4,0,68,0,3,0,0,0,30,0,9,0,0,-1,66,0,0
12234,21418,21418,0,65536,5,6,72,1,73,0,0,69,0,115,62,0,-1,75,82,0,1,0,73,14,68,31,74,73,6,0,70,75,73,2019,1,67,69,53,0,0,4000,63,181,3,-1,70,80,146363,14,73,72,263168,1,74,0,0,0,73,0,49756,8,1,0,75,77,2,4,0,0,0,73,50,52,0,1,0,1,8,2,0,0,0,157519,1,0,13,1,0,4,70,2,0,0,80,49756,60,0,10,0,1,2,0,73,0,1,0,0,0,30,0,1,0,0,-1,67,0,2
958,19216,19216,0,0,3,15,44,1,31,0,0,43,0,69,66,0,-1,47,45,0,0,0,33,9,60,31,43,64,12,0,55,56,30,2019,1,19,20,64,0,1,18,40,190,3,-1,83,265,145847,5,40,46,4194304,0,88,0,0,0,30,0,49939,8,1,0,45,38,1,3,0,0,0,61,36,76,0,0,0,1,14,3,0,0,16,157317,1,0,47,1,0,2,76,1,0,0,31,49939,58,0,12,0,1,2,0,64,0,3,0,0,0,30,0,5,0,0,-1,22,0,2
21097,23979,23979,0,0,5,0,22,1,29,0,0,41,0,0,66,0,-1,51,40,0,0,0,26,15,62,31,35,67,11,0,64,63,42,2018,1,32,31,66,0,0,15,34,190,3,-1,85,265,146951,5,52,60,16,0,84,0,0,0,40,0,49966,15,2,0,58,20,1,4,0,1,0,75,31,69,0,0,0,1,16,1,0,0,0,158813,0,0,47,1,0,2,59,2,0,0,63,49966,66,0,10,0,1,3,0,67,0,3,0,0,0,30,0,5,0,0,-1,30,0,3
24869,4417,4417,0,1024,1,3,55,1,76,0,0,70,0,0,51,0,-1,63,70,0,0,0,73,8,51,31,72,69,10,0,63,68,67,2019,1,68,67,46,0,0,4501,50,174,2,12,60,46,146166,25,72,75,0,0,75,0,0,0,79,0,50294,14,2,0,70,54,2,3,0,0,0,65,54,70,0,1,0,1,11,3,0,0,0,155489,1,0,136,1,0,3,71,1,0,0,34,50294,58,0,14,0,1,9,0,69,0,3,0,0,0,30,0,2,0,0,-1,74,0,0
29331,25131,25131,0,1024,5,0,71,1,57,0,0,69,0,21,34,0,-1,64,54,0,0,0,57,13,28,0,74,64,14,0,64,66,70,2018,1,54,61,22,0,1,4003,58,181,3,-1,63,0,145066,23,67,68,270336,0,75,0,0,0,70,0,50531,6,1,1,67,72,1,0,0,0,0,44,60,58,0,0,0,0,6,1,1,0,16,158656,1,0,36,1,0,4,60,2,0,0,49,50531,34,0,11,0,2,2,0,64,0,2,0,0,3,0,0,2,0,0,-1,55,0,3
12567,6394,6394,0,0,1,4,63,1,77,0,0,85,0,82,20,0,-1,43,74,0,0,0,78,7,19,31,54,77,13,0,78,82,65,2020,1,85,74,11,0,1,1027,63,171,3,-1,54,255,153140,25,77,84,768,0,65,0,0,0,87,0,50542,8,2,0,66,68,2,3,0,0,0,62,73,65,0,0,0,1,14,3,0,0,9,159222,0,1,14,1,0,4,68,2,0,0,57,50542,30,0,10,0,2,8,0,77,0,3,0,16,0,30,0,1,0,0,-1,82,1,0
21023,5348,5348,0,1024,5,0,38,1,49,0,0,43,0,154,60,0,-1,48,37,0,0,0,43,11,63,31,25,64,15,0,62,63,56,2019,1,32,35,59,0,0,3504,33,183,0,-1,80,99,145813,5,44,50,33792,2,83,0,0,0,32,0,50632,14,1,0,50,37,1,3,0,0,0,69,32,66,0,2,0,1,10,1,0,0,0,158429,1,2,14,1,0,3,71,2,0,0,62,50632,65,0,10,0,1,2,0,64,0,4,0,0,0,30,0,2,0,0,-1,13,0,3
12806,4784,4784,0,1024,1,8,59,1,81,0,0,65,0,42,49,0,-1,69,77,0,0,0,65,13,43,31,71,71,13,0,63,71,72,2019,1,62,70,41,0,0,2500,72,170,3,14,63,64,145700,18,74,66,263168,0,65,0,0,0,85,0,50955,12,1,0,73,67,2,3,0,0,0,81,66,50,0,0,0,1,14,3,0,0,0,156367,1,0,18,2,0,4,50,2,0,0,73,50955,52,0,10,0,2,2,0,71,0,4,0,0,0,30,0,9,0,0,-1,64,0,0
17402,6944,6944,0,1024,3,14,44,1,34,0,0,33,0,25,73,0,-1,55,67,0,0,0,61,8,74,31,35,71,10,0,61,67,42,2019,1,35,40,70,0,0,2514,37,185,0,-1,78,46,145259,5,50,77,4227078,0,80,0,0,0,56,0,51101,12,2,0,50,65,1,2,0,0,0,71,33,76,0,0,0,1,9,3,0,0,0,158411,1,0,27,2,0,3,73,2,0,0,34,51101,74,0,6,0,1,2,0,71,0,5,0,0,0,30,0,6,1,0,-1,45,0,2
17318,3441,3441,0,0,5,4,78,1,34,0,0,69,0,43,71,0,14,76,69,0,0,0,68,11,66,31,63,70,15,0,60,76,75,2020,1,55,71,68,0,0,2027,31,190,3,5,76,123,146136,10,76,69,16,0,90,1,0,0,38,0,51123,14,2,0,77,60,2,0,0,0,0,68,31,72,0,0,0,1,10,2,0,0,0,159222,0,0,18,1,0,4,50,2,0,0,34,51123,67,0,13,0,2,2,0,70,0,2,0,0,0,30,0,5,0,0,-1,62,0,2
19235,8513,19237,19237,0,1,16,68,1,82,0,0,72,0,99,52,0,18,60,73,2,1,0,66,11,38,9,70,66,16,0,59,63,63,2019,1,61,61,47,0,0,1503,75,175,3,12,62,0,145956,16,63,71,8192,0,72,0,0,0,83,0,51159,11,1,1,64,61,2,4,0,0,0,75,65,45,0,2,0,1,6,3,0,0,0,156950,1,0,38,1,0,4,76,2,0,0,64,51159,55,0,6,0,2,4,0,66,0,3,0,0,3,0,0,1,1,0,-1,61,0,0
