assetid,balltype,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,teamcolor2r,foundationyear,teamcolor3r,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,teamcolor2g,teamname,teamcolor3b,defmentality,powid,defensivestyle,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,defensivedepth,hasvikingclap,jerseytype,popularity,hastifo,teamstadiumcapacity,iscompetitionscarfenabled,cityid,defensivewidth,rivalteam,isbannerenabled,midfieldrating,matchdayoverallrating,matchdaymidfieldrating,attackrating,playersinboxcorner,longitude,buspassing,matchdaydefenserating,defenserating,iscompetitionpoleflagenabled,skinnyflags,defteamwidth,longkicktakerid,bodytypeid,trait1vweak,busdribbling,rightcornerkicktakerid,suitvariationid,uefa_cl_wins,domesticcups,defaggression,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,suittypeid,numtransfersin,playersinboxfk,stanchionflamethrower,captainid,offensivestyle,personalityid,playersinboxcross,prev_el_champ,leftfreekicktakerid,leaguetitles,genericbanner,buspositioning,ccpositioning,busbuildupspeed,transferbudget,ccshooting,overallrating,offensivewidth,ccpassing,profitability,utcoffset,penaltytakerid,freekicktakerid,crowdskintonecode,defdefenderline,internationalprestige,trainingstadium,form,genericint1,cccrossing,trait1vstrong,matchdayattackrating
82,67,12,12,5200,255,255,1869,19,205,2,55,50,3,255,Kilmarnock,150,76,-1,2,49045,4,6,-1,4,0,2,3,0,18128,0,247,3,184,0,67,65,66,72,2,-4,49,61,67,0,0,41,49045,1,296000,71,212680,1,0,3,51,2,212680,5,82,0,303168,2,0,2,0,49045,1,0,3,0,49045,1,0,1,0,49,850000,61,67,3,51,7,0,49045,49045,2,0,1,353,0,-1,51,1052736,72
83,67,159,255,2800,51,153,1886,251,2,2,55,180,4,0,Motherwell,20,48,-1,1,222109,4,5,-1,4,1,2,3,0,13677,2,331,4,184,2,65,65,65,64,2,-3,69,64,64,0,0,34,204787,0,1052744,52,189833,0,0,2,33,2,222109,5,83,0,1052744,1,0,2,0,169623,2,0,2,0,222109,1,0,0,0,67,900000,64,65,4,63,6,0,204787,222109,2,0,1,353,0,-1,62,1052744,64
86,67,80,50,37000,255,255,1872,50,210,4,55,80,2,255,Rangers,255,58,-1,3,195479,4,9,-1,5,0,2,7,0,50817,1,186,6,78,2,72,73,73,72,2,-4,40,74,72,0,0,59,195479,1,99488,53,224520,1,0,33,79,4,224520,5,86,0,99488,0,0,2,0,195479,0,0,7,0,195479,54,0,1,1,39,5500000,49,72,6,39,4,0,195479,195479,2,0,3,353,0,-1,49,282784,72
88,45,35,1,15000,255,255,1875,1,102,11,52,35,8,255,Birmingham City,163,49,-1,1,202541,4,5,-1,4,0,2,4,0,29409,2,54,6,2,2,69,69,69,69,2,-1,73,70,69,2,0,62,202541,0,1105920,56,234832,1,0,0,37,2,202541,5,88,0,1052672,0,0,2,0,191079,2,0,2,0,202541,0,0,0,0,69,3500000,72,69,6,67,7,0,176841,202541,2,0,2,353,0,-1,56,528384,70
89,45,28,212,5100,255,255,1905,242,43,2,51,28,2,255,Charlton Athletic,43,48,-1,1,190311,4,8,-1,4,0,2,5,0,27111,0,285,6,97,0,64,68,64,66,2,0,50,69,68,0,0,42,156894,0,296193,76,189868,1,0,1,41,2,189868,5,89,0,1089793,1,0,2,0,173614,1,0,2,0,190311,0,0,0,0,49,2100000,42,67,5,61,3,0,190311,190311,2,0,2,353,0,-1,46,545025,68
91,45,255,255,100000,1,1,1884,255,255,2,52,255,5,1,Derby County,255,76,-1,2,211513,4,8,-1,5,0,2,6,0,33597,2,134,4,14,2,71,71,71,71,2,-1,37,70,70,2,0,53,233064,1,132129,32,233064,1,0,1,53,2,233064,8,91,0,263201,0,0,2,0,163156,0,0,3,0,211513,2,0,0,0,38,14000000,33,71,4,33,4,0,165190,211513,2,0,1,353,0,-1,33,1056801,69
92,45,1,1,1762,255,255,1878,1,1,4,54,1,6,255,Grimsby Town,1,74,-1,2,214634,4,5,-1,7,0,2,4,0,9052,0,577,4,1949,2,62,60,61,63,2,0,67,61,62,0,0,46,214634,1,155648,76,214634,0,0,0,76,2,214634,4,92,0,299008,1,0,2,0,138151,2,0,3,0,214634,0,0,0,0,73,625000,62,62,4,72,6,0,208816,214634,2,0,1,353,0,-1,46,526336,61
94,45,85,30,17000,255,255,1878,30,150,3,52,85,3,255,Ipswich Town,165,76,-1,2,199748,4,4,-1,6,0,2,4,0,30311,2,229,5,1792,2,67,68,67,68,2,1,67,67,69,2,0,52,199748,1,266498,42,199748,1,0,1,52,2,202799,6,94,1,266498,2,0,2,0,162053,2,0,5,0,202799,1,0,0,0,71,3000000,74,69,5,75,9,0,203287,202799,2,0,1,353,0,-1,42,528642,67
95,120,101,57,979000,255,255,1884,57,189,5,52,101,3,255,Leicester City,189,46,-1,3,202166,4,5,-1,4,0,2,5,0,32273,0,272,4,14,0,78,77,77,79,2,-1,49,76,77,0,0,36,202166,1,1057024,56,202166,1,0,0,41,2,202166,4,95,0,1057024,0,0,2,0,202166,3,0,6,0,202166,1,0,0,0,49,55000000,36,78,4,61,5,0,186561,183130,2,0,5,353,0,-1,56,526592,78
97,45,36,33,10000,255,255,1885,33,115,2,51,36,3,255,Millwall,115,59,-1,4,205970,4,4,-1,4,0,2,4,0,20146,2,285,4,19,1,70,69,68,69,2,0,71,70,70,2,0,32,205970,1,69656,32,205970,1,0,0,72,2,205970,3,97,0,86040,2,0,2,0,162056,2,0,2,0,205970,0,0,0,0,67,2800000,74,69,4,63,7,0,223551,205970,2,0,1,353,0,-1,62,542744,68
106,45,1,231,12000,255,255,1879,221,1,4,54,1,3,255,Sunderland,1,29,-1,0,198335,4,9,-1,2,0,2,6,0,48707,2,467,3,13,2,68,67,67,64,2,-1,67,66,68,2,0,39,216270,1,1056832,60,198335,1,0,2,29,2,222528,3,106,0,528448,1,0,2,0,216270,2,0,2,0,167841,6,0,0,0,71,15000000,70,68,4,79,2,0,167841,167841,2,0,2,353,0,-1,60,544832,62
109,45,36,1,250000,255,255,1878,1,106,4,52,36,1,255,West Bromwich Albion,136,48,-1,1,52306,4,5,-1,3,0,2,5,0,26850,2,525,4,110,2,72,74,73,76,2,-1,50,76,75,2,0,47,52306,1,1073192,35,52306,0,0,5,39,9,188166,4,109,0,1073192,2,0,2,0,52306,1,0,2,0,52306,1,0,0,0,53,20500000,47,73,6,39,6,0,169792,52306,2,0,4,353,0,-1,35,542760,78
110,120,140,255,425000,1,1,1877,229,1,2,52,152,4,1,Wolverhampton Wanderers,59,66,-1,4,162347,1,3,-1,4,0,2,5,0,32050,0,531,6,109,0,78,77,79,76,2,-2,51,76,75,0,0,49,162347,1,1082392,79,221743,0,0,4,69,6,224293,5,110,0,172056,2,0,2,0,202048,1,0,3,0,224293,3,0,0,1,52,60000000,33,76,5,67,1,0,224293,162347,2,0,1,353,0,-1,49,139288,77
111,6,0,0,0,0,0,2000,0,0,0,0,0,0,0,OTP Generics,0,50,-1,0,1,4,0,-1,4,0,0,5,0,0,0,0,4,1318,0,0,0,0,0,2,0,50,0,0,0,0,50,1,1,0,50,1,0,0,0,50,2,1,5,111,0,0,0,0,2,2,1,0,1,2,0,1,0,0,0,0,50,250000,50,0,4,50,5,0,1,1,2,0,0,353,0,-1,50,0,0
112,6,0,0,0,0,0,2000,0,0,0,0,0,0,0,OTP Generics,0,50,-1,0,1,4,0,-1,4,0,0,5,0,0,0,0,4,1318,0,0,0,0,0,2,0,50,0,0,0,0,50,1,1,0,50,1,0,0,0,50,2,1,5,112,0,0,0,0,2,2,1,0,1,2,0,1,0,0,0,0,50,250000,50,0,4,50,5,0,1,1,2,0,0,353,0,-1,50,0,0
121,45,1,231,1517,255,255,1877,231,1,3,53,1,5,255,Crewe Alexandra,1,66,-1,4,226261,4,7,-1,5,0,2,4,0,10153,0,125,5,1928,2,57,61,57,62,2,-2,49,59,59,0,0,31,226261,1,73730,31,226261,1,0,0,61,2,223969,10,121,0,155650,0,0,2,0,203430,1,0,2,0,227929,0,0,0,0,49,600000,31,60,5,31,3,0,170252,226261,2,0,1,353,0,-1,61,528386,62
127,45,51,1,3300,0,255,1886,1,204,2,52,80,8,163,Shrewsbury Town,204,59,-1,4,167512,4,5,-1,5,0,2,2,0,9875,0,449,4,1803,0,64,66,66,63,2,-2,37,67,65,0,0,56,162899,1,66592,35,167512,1,0,0,76,2,167512,5,127,0,66592,2,0,2,0,162899,0,0,7,0,167512,0,0,1,0,36,600000,56,64,3,36,8,0,167512,167512,2,0,1,353,0,-1,56,66592,64
142,45,14,202,3200,255,255,1879,232,9,3,53,14,3,255,Doncaster Rovers,9,66,-1,4,190620,4,4,-1,6,0,2,3,0,15231,0,139,6,1797,0,65,66,67,64,2,-1,52,64,64,0,0,32,151270,1,132266,52,190620,1,0,0,62,2,151270,6,142,0,139434,2,0,2,0,179663,1,0,2,0,151270,0,0,0,1,50,750000,44,64,6,45,7,0,195126,151270,2,0,1,353,0,-1,52,1056938,70
143,45,28,227,2316,255,255,1901,227,38,3,51,28,3,255,Exeter City,38,67,-1,4,173666,4,5,-1,5,0,2,2,0,8541,0,159,3,1929,2,64,65,65,64,2,-4,38,66,64,0,0,35,173666,1,132098,29,198153,1,0,0,65,2,198153,7,143,0,132098,2,0,2,0,198153,0,0,6,0,173666,0,0,0,0,40,600000,35,64,3,35,10,0,195427,173666,2,0,1,353,0,-1,35,528386,64
144,120,255,255,410000,1,1,1879,255,255,2,51,255,5,1,Fulham,255,45,-1,1,195202,4,2,-1,6,0,2,4,0,25700,0,285,5,15,0,77,75,75,76,2,0,37,74,74,0,0,57,195202,1,132128,29,195202,1,0,0,39,4,195202,9,144,0,1049632,0,0,2,0,195202,0,0,4,0,195202,0,0,0,1,40,45000000,55,76,6,35,3,0,195202,195202,2,0,2,353,0,-1,55,270368,74
149,45,1,255,1910,255,255,1884,1,1,3,53,1,3,255,Lincoln City,1,66,-1,4,206086,4,8,-1,3,0,2,4,0,10120,0,603,3,92,1,64,65,65,64,2,0,69,66,65,0,0,56,173834,1,155674,46,206086,1,0,0,66,2,206523,4,149,0,151578,2,0,2,0,163445,2,1,4,0,206523,0,0,0,0,67,800000,80,64,5,67,4,0,186112,206523,2,0,1,353,0,-1,66,151578,65
159,116,81,1,12970,255,255,1905,1,147,2,52,1,3,255,Arminia Bielefeld,1,68,-1,4,202512,4,4,-1,6,0,2,5,0,26515,1,51,4,10030,1,67,69,68,70,2,8,51,70,69,1,0,59,202512,1,82978,39,195286,1,0,0,69,2,202512,3,159,0,155682,2,0,2,0,194015,1,0,2,0,211891,0,0,0,0,52,2300000,43,69,5,47,6,1,211891,202512,2,0,1,353,0,-1,69,542754,70
160,116,86,20,17450,255,255,1938,17,162,2,51,78,2,255,VfL Bochum,207,59,-1,3,177934,4,7,-1,5,0,2,5,0,27599,1,57,3,110636,1,71,71,73,71,2,7,66,69,68,1,0,47,177934,1,69764,47,182440,1,0,0,77,2,177934,7,160,0,86148,1,0,2,0,183987,2,0,5,0,177934,0,0,0,1,66,3280000,69,70,5,73,7,1,200433,177934,2,0,1,353,0,-1,77,155780,72
162,76,15,242,3700,255,255,1966,230,30,2,51,52,3,255,Energie Cottbus,20,75,-1,2,243739,4,4,-1,5,0,2,4,0,22528,1,683,6,503,1,63,62,62,64,2,14,70,63,62,1,0,67,243746,1,270464,47,243746,0,0,0,57,2,243746,9,162,0,266368,2,0,2,0,170591,2,1,3,0,243746,0,0,0,1,70,500000,73,62,5,65,10,1,243743,243746,2,0,1,353,0,-1,47,266368,61
165,116,153,1,15400,38,37,1903,255,50,2,49,255,3,87,SpVgg Greuther Fürth,255,29,-1,0,224423,4,5,-1,2,0,2,2,0,18000,1,172,3,171,1,67,69,68,67,2,10,71,70,69,1,0,38,224423,1,1057028,40,224423,0,0,0,22,4,224423,10,165,0,526596,2,0,2,0,150415,3,0,2,0,224423,3,0,0,0,73,1900000,80,68,3,80,8,1,238924,224423,2,0,1,353,0,-1,40,526596,69
166,114,77,0,153020,255,255,1892,15,158,3,52,55,2,255,Hertha BSC,160,66,-1,4,192557,4,6,-1,4,0,1,5,0,74649,1,47,5,34,1,74,77,74,77,2,13,51,78,78,1,0,62,192557,2,1098832,72,192557,1,0,0,62,2,192557,6,166,0,172112,2,0,2,0,162369,1,0,5,0,192557,2,0,0,0,50,12000000,68,76,5,65,7,1,158232,192557,2,0,4,353,0,-1,52,542800,76
167,76,5,230,6500,230,1,1905,5,25,2,51,132,4,160,KFC Uerdingen 05,240,59,-1,3,193426,4,8,-1,7,0,2,3,0,31500,1,684,5,110169,1,66,67,68,66,2,6,67,68,67,1,0,34,189464,2,66560,44,189464,0,0,1,74,2,189464,2,167,0,69632,2,0,2,0,200917,2,1,5,0,189464,0,0,0,1,69,1300000,70,66,4,67,1,1,193426,189464,2,0,1,353,0,-1,44,266240,66
169,114,255,255,128047,30,195,1905,230,255,5,49,1,4,20,1. FSV Mainz 05,1,67,-1,4,189043,4,4,-1,4,0,2,3,0,33305,1,296,5,1824,1,72,74,72,72,2,8,53,75,75,1,0,56,189043,1,106498,66,189043,0,0,0,66,2,236295,5,169,0,172034,2,0,2,0,198352,1,0,4,0,189043,0,0,0,0,49,9200000,50,74,4,37,8,1,189043,189043,2,0,3,353,0,-1,56,526338,72
171,114,16,194,66100,255,255,1900,1,43,4,49,1,9,255,1. FC Nürnberg,1,58,-1,4,208730,4,2,-1,3,0,2,5,0,50000,1,355,2,165,1,72,72,71,73,2,11,72,72,72,1,0,65,208730,1,99344,55,208730,0,0,4,75,2,221201,5,171,0,69648,2,0,2,0,193425,2,0,3,0,221201,9,0,0,1,68,5400000,67,72,6,69,8,1,206626,208730,2,0,1,353,0,-1,55,135184,73
172,76,1,245,3725,235,50,1925,255,43,2,48,255,2,80,SpVgg Unterhaching,255,48,-1,1,189209,4,5,-1,4,0,1,2,0,15053,1,655,5,550,1,64,65,64,69,2,11,36,64,64,1,0,41,189209,1,132120,32,189209,1,0,0,43,2,189209,8,172,0,1049624,2,0,2,0,238964,0,0,5,0,189209,0,0,0,0,38,580000,33,65,5,33,5,1,198104,189209,2,0,1,353,0,-1,33,1052696,69
175,114,180,10,303110,255,255,1945,90,45,5,52,225,2,255,VfL Wolfsburg,2,47,-1,1,206511,4,5,-1,3,0,2,4,0,30000,1,530,6,485,1,77,78,78,75,2,10,53,76,76,1,0,40,206511,1,148481,36,206511,1,0,1,37,2,206511,6,175,0,1056769,0,0,2,0,188005,1,0,2,0,206511,1,0,0,0,49,40000000,40,77,6,57,2,1,206511,206511,2,0,4,353,0,-1,36,542721,74
180,67,25,25,2100,255,255,1893,15,112,1,56,40,4,255,Dundee FC,150,45,-1,1,173654,4,3,-1,4,0,2,3,0,11506,2,146,4,100804,0,61,63,61,64,2,-2,73,61,63,0,0,46,173654,0,1069188,57,173654,1,0,1,51,2,173654,6,180,0,1069188,1,0,2,0,204622,2,0,3,0,173654,1,0,0,0,70,750000,76,64,4,61,6,0,173654,173654,2,0,1,353,0,-1,77,544900,64
184,67,10,240,2100,255,255,1874,200,12,1,55,10,4,255,Hamilton Academical,12,28,-1,0,186842,4,1,-1,2,0,2,1,0,5510,2,206,2,83,0,61,61,61,60,2,-4,72,60,60,0,0,25,223396,1,575744,49,186842,1,0,0,30,2,186842,9,184,0,542976,2,0,2,0,186842,3,0,2,0,186842,0,0,1,0,70,500000,69,61,3,49,9,0,186842,186842,2,0,1,353,0,-1,69,542976,60
189,122,64,0,85000,17,172,1909,255,128,1,44,255,4,20,Bologna,255,75,-1,2,152999,4,4,-1,7,0,2,5,0,36462,1,60,6,50,1,75,74,73,75,2,11,38,75,76,1,0,52,185174,0,66580,46,138699,0,0,2,52,4,213629,5,189,0,263188,0,0,2,0,138699,0,1,6,0,152999,7,0,0,0,37,12696875,32,75,6,32,4,1,138699,152999,2,0,2,353,0,-1,32,528404,75
190,6,129,0,25000,255,255,1911,0,253,3,45,129,5,255,Brescia,253,45,-1,1,242269,4,7,-1,4,0,2,3,0,16743,1,71,5,39,1,67,68,68,72,2,10,69,67,68,1,0,50,242269,0,319617,74,242269,1,0,0,37,2,242269,5,190,0,1101953,0,0,2,0,137410,2,0,2,0,242269,0,0,0,0,67,7625000,80,68,6,67,3,1,220829,242269,2,1,2,353,0,-1,74,542849,73
191,77,0,197,60000,255,255,1933,50,11,1,47,60,2,255,Red Bull Salzburg,124,75,-1,2,173474,4,10,-1,7,0,2,4,0,30188,1,418,5,254,1,73,73,74,71,2,12,39,73,72,1,0,58,173474,1,296096,47,173474,1,0,5,58,2,173474,3,191,0,263328,2,0,2,0,169324,0,0,4,0,173474,12,0,0,1,38,13800000,38,72,5,38,2,1,208498,173474,2,0,6,353,0,-1,38,139424,72
192,122,223,255,67000,153,0,1929,0,0,3,45,86,2,86,Chievo Verona,153,74,-1,2,176104,4,3,-1,7,0,1,2,0,31045,1,511,4,206,1,75,75,75,75,2,10,71,70,70,1,0,48,176104,1,1052672,58,176104,0,0,0,58,2,176104,4,192,0,282624,1,0,2,0,172233,2,0,4,0,176104,0,0,0,0,67,4600000,66,75,4,75,8,1,176104,176104,2,0,2,353,0,-1,78,526336,76
199,6,0,226,16000,255,255,1905,226,26,2,43,0,4,255,Perugia,26,25,-1,0,223330,4,6,-1,2,0,2,5,0,23625,1,377,2,110373,1,67,68,67,69,2,12,70,68,68,1,0,29,223330,0,167952,41,237202,0,0,0,22,5,237202,5,199,0,528400,2,0,2,0,184320,2,0,2,0,223330,0,0,0,0,70,5024000,61,68,3,61,4,1,220671,223330,2,0,1,353,0,-1,41,544784,69
200,6,185,0,25000,255,255,1936,2,234,1,42,76,4,255,Pescara,161,58,-1,4,205726,4,7,-1,5,0,2,3,0,20486,1,378,5,46,1,69,68,70,67,2,14,71,67,68,1,0,48,205726,1,118784,78,240215,1,0,0,78,2,240215,6,200,0,118784,0,0,2,0,205726,2,1,5,0,205726,0,0,0,0,67,6083333,66,68,5,63,5,1,224508,205726,2,0,1,353,0,-1,78,102400,69
205,6,1,1,22000,54,255,1907,0,1,3,45,128,5,128,Venezia,30,48,-1,1,157741,4,8,-1,4,0,2,3,0,7426,1,651,6,206,1,68,68,67,69,2,12,36,69,70,1,0,56,157741,1,1049600,25,157741,1,0,1,41,2,157741,4,205,0,1049600,0,0,2,0,51101,0,0,4,0,157741,0,0,0,0,36,7876000,36,68,6,36,2,1,157741,157741,2,0,1,353,0,-1,36,1056768,69
206,6,229,255,65000,148,0,1903,0,7,2,45,62,3,76,Hellas Verona,117,76,-1,2,204616,4,10,-1,4,0,2,4,0,31045,1,511,5,192,1,68,71,71,72,2,10,40,70,70,1,0,56,204616,0,164868,50,201363,1,0,0,56,2,201363,5,206,0,312324,0,0,2,0,199174,0,0,2,0,204616,1,0,0,1,36,9404688,36,70,5,36,5,1,186614,204616,2,0,2,353,0,-1,66,266244,73
209,77,1,1,18500,255,255,1909,25,1,3,47,25,2,255,Sturm Graz,25,45,-1,1,221931,4,8,-1,4,0,2,6,0,15400,1,194,6,254,1,68,68,69,67,2,15,69,69,69,1,0,50,221931,2,106520,50,190589,1,0,5,49,2,221931,5,209,0,1052696,1,0,2,0,190589,2,0,2,0,221931,3,0,0,0,73,5050000,80,68,6,79,5,1,221931,221931,2,0,3,353,0,-1,50,1069080,71
210,135,24,5,32000,6,229,1913,255,62,4,49,255,3,5,SM Caen,255,25,-1,0,205083,4,3,-1,2,0,1,2,0,20300,1,89,3,1738,1,73,74,74,73,2,0,67,73,73,0,0,34,206577,0,1057088,31,205083,1,0,0,29,2,205083,5,210,0,526656,2,0,2,0,183453,3,1,2,0,205083,0,0,0,0,73,5653333,71,73,3,51,6,1,183068,205083,2,0,1,353,0,-1,31,526656,75
211,77,77,12,90000,255,255,1945,12,162,1,45,77,2,255,Dinamo Zagreb,162,74,-1,2,244260,0,10,-1,4,0,0,5,0,35423,1,700,4,101047,1,71,72,71,71,2,16,49,72,72,1,0,41,244260,1,132100,31,244260,1,0,15,51,4,244260,8,211,0,270340,0,0,2,0,216350,1,1,4,0,244260,19,0,0,0,49,9585000,61,72,5,51,7,1,179565,244260,2,0,4,353,0,-1,31,1052676,71
212,137,42,30,8000,28,228,1916,255,99,1,46,255,3,28,LB Châteauroux,255,28,-1,0,192608,4,3,-1,2,0,2,1,0,17000,0,638,3,112276,1,62,63,61,66,2,1,51,62,63,0,0,27,192608,0,270656,54,192608,1,0,0,20,2,192608,2,212,0,532800,0,0,2,0,206139,1,0,2,0,192608,0,0,0,0,52,2300000,68,64,3,57,8,1,163713,192608,2,0,1,353,0,-1,54,526656,66
217,137,103,235,18000,1,1,1926,255,11,2,47,255,1,1,FC Lorient,255,60,-1,4,183287,4,8,-1,5,0,2,3,0,18500,1,287,4,74,1,69,71,69,69,2,-3,39,70,69,0,0,39,183287,1,66564,23,183287,0,0,1,79,2,183287,6,217,0,66564,1,0,2,0,183287,0,0,6,0,183287,0,0,0,0,39,5436000,39,69,4,39,4,1,203699,183287,2,0,1,353,0,-1,39,270340,71
219,135,255,255,180000,220,1,1899,102,255,2,43,204,2,157,Olympique de Marseille,255,44,-1,1,177388,4,7,-1,4,0,2,8,1,67394,1,306,5,73,1,81,80,83,78,2,5,36,78,77,1,0,51,177388,0,99328,49,177388,1,1,10,66,2,204970,3,219,0,1049600,0,0,2,0,177388,0,0,5,0,177388,9,0,0,0,40,21168000,40,79,5,40,4,1,177388,177388,2,0,5,353,0,-1,40,532480,78
224,135,51,238,20000,255,255,1937,228,36,2,43,33,2,255,Nîmes Olympique,19,68,-1,4,205686,4,1,-1,6,0,2,2,0,18482,1,347,4,70,1,71,69,71,70,2,4,50,66,68,1,0,65,205686,0,188544,45,205686,1,0,0,65,2,205686,4,224,0,155776,2,0,2,0,223138,1,0,5,0,205686,0,0,0,0,53,4066667,37,70,4,59,7,1,205686,205686,2,0,1,353,0,-1,75,1052800,71
226,137,221,255,16000,94,9,1928,234,23,2,47,234,2,35,FC Sochaux,1,43,-1,1,228544,4,6,-1,4,0,2,3,0,20005,0,323,4,1823,1,64,65,64,66,2,6,53,63,65,0,0,65,228544,1,1049616,41,228544,0,0,2,47,2,228544,6,226,0,1056784,1,0,2,0,231841,1,0,2,0,228544,2,0,0,0,49,4074667,65,66,5,67,6,1,213930,228544,2,0,1,353,0,-1,41,266256,66
229,70,48,94,265000,255,255,1908,114,111,5,50,68,1,255,Anderlecht,131,68,-1,4,203886,4,10,-1,5,0,2,7,0,20500,1,79,4,232,1,72,72,72,74,2,4,38,71,72,1,0,54,203886,2,132098,48,203886,1,0,9,64,2,203886,6,229,1,132098,2,0,2,0,203886,0,1,6,0,203886,34,0,0,0,39,16191500,54,73,4,34,9,1,231745,203886,2,0,7,353,0,-1,54,270338,71
230,70,29,238,8000,250,250,1880,253,29,2,51,65,3,250,Antwerp,65,60,-1,3,195065,4,2,-1,4,0,2,4,0,16144,1,616,3,231,1,71,73,73,72,2,4,51,72,70,1,0,42,195065,1,66576,42,195065,0,0,2,72,2,195065,2,230,0,73744,2,0,2,0,162221,1,0,5,0,195065,4,0,0,1,50,3100000,48,71,4,65,4,1,195065,195065,2,0,1,353,0,-1,42,135184,75
231,70,105,3,125000,1,1,1891,255,180,4,51,255,1,1,Club Brugge,255,58,-1,4,178415,4,9,-1,5,0,2,5,0,29062,2,78,3,229,2,75,74,75,74,2,3,53,75,74,2,0,36,178415,1,115840,66,178415,1,0,11,76,2,200155,4,231,0,106624,0,0,2,0,178415,1,0,4,0,178415,15,0,0,0,49,13500000,70,74,3,37,4,1,239593,178415,2,0,5,353,0,-1,46,1089664,74
232,70,1,204,49000,255,255,1898,180,12,5,50,30,5,255,Standard Liège,42,67,-1,4,187858,4,7,-1,6,0,2,6,0,27670,1,278,4,229,1,73,73,73,72,2,5,67,72,72,1,0,36,187858,0,172032,66,187858,1,0,8,66,2,187858,4,232,0,167936,0,0,2,0,187858,2,1,4,0,187858,10,0,0,0,71,8500000,62,73,4,67,5,1,187858,187858,2,0,4,353,0,-1,56,526336,71
234,123,37,220,207000,255,255,1904,220,25,4,39,37,2,255,SL Benfica,25,58,-1,4,210035,0,10,-1,5,0,1,8,0,64642,1,281,4,236,1,79,79,79,80,2,-9,53,79,79,1,0,56,197965,2,66722,46,197965,0,2,26,76,2,197965,7,234,0,73890,0,0,2,0,168530,1,0,6,0,197965,36,0,0,0,49,16000000,50,79,5,37,8,0,213432,210035,2,0,7,353,0,-1,46,532642,80
236,123,95,0,197000,255,255,1893,30,167,4,41,70,3,255,FC Porto,150,67,-1,4,212462,0,10,-1,6,0,2,8,0,50033,1,385,3,234,1,80,80,80,79,2,-8,49,79,79,1,0,58,198031,1,165025,68,212462,1,2,16,68,4,198031,6,236,2,188577,0,0,2,0,156519,1,1,2,0,198031,28,0,0,0,51,19000000,56,80,5,33,5,0,184267,198031,2,0,8,353,0,-1,68,1073313,79
237,123,101,2,185000,255,255,1906,30,73,5,39,140,2,255,Sporting CP,0,66,-1,4,112316,0,9,-1,6,0,2,7,0,50095,1,281,4,234,1,79,79,79,79,2,-9,37,78,78,1,0,40,212198,1,164896,24,212198,1,0,16,70,4,224334,7,237,0,148512,0,0,2,0,139068,0,1,5,0,212198,18,0,0,0,40,18300000,40,79,4,40,5,0,189068,212198,2,0,4,353,0,-1,70,1073184,79
240,121,0,255,1190000,255,255,1903,255,0,1,40,254,2,255,Atlético de Madrid,254,66,-1,1,199354,4,9,-1,6,0,2,9,0,68000,2,295,5,243,1,83,84,83,87,2,-3,49,84,84,0,0,56,216393,0,1089672,46,216393,0,0,10,66,4,216393,5,240,3,155784,0,0,2,0,205976,1,1,3,1,199354,10,0,0,0,49,68573750,66,84,5,41,4,1,199354,194765,2,0,9,353,0,-1,66,542856,86
241,121,57,3,3460000,60,154,1899,255,128,3,41,231,1,0,FC Barcelona,0,74,-1,3,212404,4,10,-1,4,0,2,10,0,99354,2,36,3,243,1,86,86,86,87,2,2,32,85,85,2,0,55,212404,0,98848,54,212404,1,5,30,55,2,212404,8,241,0,295456,0,0,2,0,212404,0,0,5,0,212404,25,0,1,1,31,187854933,52,86,4,29,2,1,177413,158023,2,0,10,353,0,-1,55,1049120,89
242,121,91,47,90000,255,255,1906,250,214,3,43,250,3,255,RC Deportivo,255,48,-1,1,216796,4,10,-1,4,0,2,6,0,32660,2,257,6,450,1,75,72,74,73,2,-8,49,71,71,2,0,31,216796,1,1066056,51,216796,1,0,2,31,2,216796,5,242,0,1073224,2,0,2,0,178625,1,0,2,0,216796,1,0,0,0,49,9585000,31,73,6,31,7,1,210930,216796,2,0,2,353,0,-1,61,548936,73
243,121,255,255,3480850,200,110,1902,225,255,3,40,225,1,20,Real Madrid,255,76,-1,2,193348,4,10,-1,4,0,2,10,1,81044,2,295,4,241,1,89,86,89,84,2,-3,37,86,86,2,0,41,193348,1,180896,50,193348,1,13,19,51,2,193348,6,243,2,312480,0,0,2,0,220407,2,0,4,0,193348,33,0,0,1,36,188454727,51,86,5,31,2,1,181820,173731,2,0,10,353,0,-1,71,1073312,84
244,121,72,12,7000,255,255,1932,244,182,1,41,244,6,255,Real Zaragoza,255,67,-1,4,162047,4,8,-1,4,0,2,5,0,33608,2,537,5,110839,1,70,69,68,72,2,0,38,70,69,2,0,35,194329,1,66688,54,162047,1,0,6,65,2,162047,5,244,0,132224,2,0,2,0,162047,0,1,2,0,162047,0,0,0,0,40,2702000,35,70,5,35,5,1,162047,162047,2,0,1,353,0,-1,35,132224,69
